id,name,gender,birth_month,registration_fee
10354,ROMEO,M,Sep-2007,210.0
10356,ROWDY,M,Jul-2006,301.0
10357,ROXY ,F,Jan-2004,317.0
10358,ROYAL,M,Jan-2015,112.0
10359,UNKNOWN,M,Mar-2011,311.0
10360,VICTOR ,M,Nov-2003,503.0
10361,COPPER,M,Apr-2010,314.0
10362,DAENERYS,F,Jan-2013,410.0
10363,KAIRO ,M,Feb-2001,306.0
10364,KANYA,M,Dec-2010,412.0
10365,KAILI,F,Feb-2011,102.0
10366,DAISY,F,Feb-2013,305.0
10367,DAISY,F,Mar-2010,104.0
10368,KIRBY ,M,Apr-2011,501.0
10369,KIKI,F,Oct-2011,101.0
10370,KESHA,M,Jan-2006,302.0
10371,KAYLA,F,Jan-2007,311.0
10372,BACI,M,Oct-2009,407.0
10373,ATTICUS ,M,Jun-2007,308.0
10374,CODY ,F,Jan-2003,102.0
10375,CODY,M,Feb-2011,502.0
10376,CODY,M,Jun-2014,107.0
10377,BANJO,M,Dec-2012,107.0
10378,BANDIT,M,Jun-2007,503.0
10379,SMORKIE ,F,Dec-2010,107.0
10380,SNOWBALL ,F,Nov-2006,307.0
10381,SNOOPY,M,Aug-2010,402.0
10382,SNOWY ,M,Jan-2008,108.0
10383,OZZIE,M,Feb-2011,306.0
10384,OZZIE,M,Jan-2001,102.0
10385,SPARKY,M,Mar-2003,101.0
10386,SOPHIE ,F,Oct-2009,312.0
10387,SOPHIA,F,Apr-2010,318.0
10388,SOPHIE,F,Aug-2012,201.0
10389,SPARKLE,F,Jan-2006,407.0
10390,SPANKY,M,Mar-2011,103.0
10391,SPANKY,M,Jan-2011,407.0
10392,CANELA,F,Oct-2010,208.0
10393,NUGGET,M,Jul-2008,315.0
10394,GIZMO,M,Mar-2010,104.0
10395,GIZMO,M,May-2010,102.0
10396,GOUGERE,F,Sep-2013,406.0
10397,GRACE ,F,Jan-2004,306.0
10398,OSCAR,M,May-2011,318.0
10399,SUNNY,M,Jan-2005,315.0
10400,STITCH,M,Aug-2012,501.0
10401,STRALAMAS,M,Oct-2009,107.0
10402,SUBWAY,M,Jul-2011,401.0
10404,STANLEY,M,Jan-2001,406.0
10405,STANLEY,M,Mar-2008,302.0
10406,STAR,F,Sep-2006,502.0
10407,PHOEBE,F,Aug-2012,306.0
10408,LUCA,M,Sep-2009,111.0
10409,ANGUS,M,Aug-2000,408.0
10410,APPLE,F,Jun-2009,105.0
10411,FENDI,M,Jul-2012,413.0
10412,ABBY ,F,Feb-2010,503.0
10413,AMI,M,Aug-2013,301.0
10414,ALYZE,F,May-2013,301.0
10415,LOLA,F,Jan-2009,210.0
10416,LING ,F,Jan-2012,101.0
10417,LITHIUM,M,Sep-2014,103.0
10418,LOLA ,F,Sep-2002,108.0
10419,LOUIS ,M,Sep-2006,108.0
10420,LILY,F,Sep-2010,108.0
10421,LILY,F,Nov-2013,104.0
10422,FRIDA,F,Nov-2009,301.0
10423,LILY ,F,Oct-2012,402.0
10424,LIME,F,Jan-2015,503.0
10425,LOOPY,F,May-2014,501.0
10426,LINUS,M,Jan-2013,108.0
10427,LOLA,F,Oct-2013,211.0
10428,ANGEL,F,Feb-2012,103.0
10429,ADONIS ,M,Jan-2007,403.0
10430,FIONA,F,Jan-2013,301.0
10431,FIONA,F,Jul-2011,110.0
10432,FIFI,F,Nov-2014,409.0
10433,FIGARO,M,Jan-2013,208.0
10434,FAITH,F,Oct-2014,413.0
10435,ANTHONY,M,Mar-2013,102.0
10436,ANIX,M,Nov-2014,301.0
10437,ANNABELL,F,Nov-2014,110.0
10438,PICKLES,M,Mar-2009,112.0
10439,STANLEY ,M,Jan-2010,101.0
10440,SPRUNGLI,F,Jun-2010,102.0
10441,SPY,M,May-2009,318.0
10442,PETEY ,M,Jul-2000,410.0
10443,TANK,M,Nov-2013,404.0
10444,OTIS,M,Apr-2008,307.0
10445,GIZMO,M,Dec-2013,101.0
10446,GIZMO,M,Mar-2006,210.0
10447,GRAY,F,Jan-2015,301.0
10448,BUDDY,M,Dec-2013,408.0
10449,CAESAR ,M,Aug-2013,308.0
10450,BUTTERCUP,F,Mar-2013,302.0
10451,CEASER,M,Sep-2014,409.0
10452,CASEY,M,Dec-2012,306.0
10453,SKYLAR ,F,Dec-2013,306.0
10454,KIT,M,Mar-2013,101.0
10455,KING ,M,Mar-2013,211.0
10456,KIMBO,M,Dec-2014,502.0
10457,KILLER,M,Dec-2010,101.0
10458,COWGIRL,F,Jan-1999,401.0
10459,UNKNOWN,M,Sep-2014,103.0
10461,VERA,F,Nov-2013,301.0
10462,VILMA,F,Jan-2015,102.0
10463,UNKNOWN,M,Jan-2015,503.0
10464,UNKNOWN,M,Jan-2015,308.0
10465,UNKNOWN,M,Nov-2014,315.0
10466,UNKNOWN,M,Nov-2014,410.0
10467,UNKNOWN,M,Oct-2014,414.0
10468,UNKNOWN,M,Oct-2014,307.0
10469,UNKNOWN,M,Oct-2014,108.0
10470,UNKNOWN,M,Oct-2014,305.0
10471,UNKNOWN,M,Dec-2014,503.0
10472,UNKNOWN,M,Dec-2014,307.0
10473,UNKNOWN,M,Dec-2014,307.0
10474,UNKNOWN,M,Dec-2004,315.0
10475,UNKNOWN,M,Nov-2014,307.0
10476,UNKNOWN,M,Nov-2014,205.0
10477,UNKNOWN,M,Nov-2014,307.0
10478,UNKNOWN,M,Mar-2015,502.0
10479,UNKNOWN,M,May-2014,311.0
10480,UNKNOWN,M,May-2014,409.0
10481,ROXY ,F,Dec-2012,102.0
10482,ROSIE,F,Jan-2010,108.0
10483,ROLO,M,Feb-2013,107.0
10484,UNKNOWN,F,Dec-2014,503.0
10485,UNKNOWN,F,Dec-2014,412.0
10487,NALA,F,May-2012,411.0
10488,KOKO,M,Mar-2009,312.0
10489,MUI ,F,Feb-2010,103.0
10490,MUGSY ,M,Nov-2009,413.0
10491,WILBUR,M,Nov-2009,108.0
10492,WHISKEY,M,Jan-2009,106.0
10493,WILLOW,M,Dec-2009,106.0
10494,WATSON,M,Dec-2014,301.0
10495,LADY,F,Jan-2000,318.0
10496,DIXIE,F,Jun-2005,307.0
10497,DINGO,M,May-2010,102.0
10498,DESIREA,F,Jan-2007,107.0
10499,LAYLA,F,Jun-2013,107.0
10500,LIAM ,M,Jan-2005,101.0
10501,LEXIE ,F,Jan-2001,108.0
10502,LEO-MILO,M,Jun-2012,207.0
10504,BRADY,M,Mar-2011,304.0
10505,BRUNO,M,Apr-2006,301.0
10506,BROOKS,M,Dec-2011,107.0
10507,BRUNO,M,Sep-2012,108.0
10508,DAISY,F,Sep-2010,108.0
10509,DAISY,F,Aug-2013,402.0
10510,DAKOTA,M,Feb-2013,413.0
10511,DANNIE,F,May-2009,207.0
10512,NICO,F,May-2008,106.0
10513,WINDA,F,Dec-2014,302.0
10514,WINSTON,M,Sep-2011,108.0
10515,WINSTON,M,Mar-2014,308.0
10516,NEMO,F,Dec-2014,104.0
10517,NCR6627,F,Nov-2014,502.0
10518,NATSU,M,Oct-2014,406.0
10519,LILLY,F,Nov-2014,104.0
10520,UNKNOWN,M,Dec-2014,317.0
10521,UNKNOWN,M,Dec-2014,305.0
10522,ZACK,M,Jan-2015,107.0
10523,YANKEE ,M,Nov-2010,204.0
10524,ZOEY ,F,Nov-2014,102.0
10525,MAYA,F,Jan-2009,108.0
10526,MAXAMILLION ,M,Nov-2013,210.0
10527,MICKEY ,M,Jan-2002,211.0
10528,JACKSON,M,Mar-2001,107.0
10529,JACK ,M,Nov-2014,312.0
10530,JACK,M,Feb-2008,503.0
10531,JACK,M,Jul-2006,307.0
10532,IGGY,M,Aug-2010,307.0
10533,CHEWY,M,Sep-2011,107.0
10534,CHELSEA ,F,Jan-2015,306.0
10535,MIKO,M,May-2014,303.0
10536,MIDNIGHT,M,Jun-2009,204.0
10537,RUDY ,F,Jan-2001,108.0
10538,RUSTY ,M,Jan-2009,307.0
10539,SAMMY,F,Nov-2014,407.0
10540,SAMSON ,M,Nov-2014,317.0
10541,ZOYA,F,May-2006,106.0
10542,SASHA,F,Jan-2007,502.0
10543,SHAGGY,M,Oct-2013,106.0
10544,SASHA ,F,Aug-2004,107.0
10545,MOMO,F,Oct-2006,108.0
10546,MOLLY,F,Aug-2014,102.0
10547,JEZEBEL,F,Nov-2009,302.0
10548,MOCHA,F,Aug-2012,408.0
10549,MILO,M,Dec-2014,503.0
10550,JASPER,M,Nov-2014,305.0
10551,JESSE,M,Jan-2003,101.0
10552,JAZZ,M,Apr-2013,308.0
10553,CO ,F,Aug-2009,503.0
10554,COCO,F,Feb-2013,413.0
10555,CHOLULA,F,Feb-2007,314.0
10556,CHYANNE,F,Jan-2010,107.0
10557,CLEO,F,Apr-2014,302.0
10558,TEDDY,M,Jan-2014,311.0
10559,PRECIOUS,F,Sep-2011,107.0
10560,PIPER,F,Sep-2003,108.0
10561,PIKACHU,F,Feb-2008,412.0
10562,MADDY,F,Sep-2014,104.0
10563,PLUTO,M,Nov-2014,109.0
10564,POTATO,M,Mar-2009,407.0
10565,POOKIE ,M,Jul-2011,305.0
10566,TOBI,M,Sep-2013,408.0
10567,TOBY ,M,Jan-2000,405.0
10568,TOBY,M,Sep-2010,303.0
10569,DUSTY,M,May-2010,310.0
10570,DUKE,M,Dec-2011,110.0
10571,DUKE ,M,Dec-2005,318.0
10572,DOROFEY,M,Jan-2010,411.0
10573,DR. ,M,Oct-2012,106.0
10574,DRIES,F,Feb-2014,308.0
10575,BELLE ,F,Jan-2010,104.0
10576,BEA,F,Jan-2013,309.0
10577,BELA,F,Apr-2008,108.0
10578,ERIN,F,Feb-2014,110.0
10579,LUCY,F,Apr-2009,314.0
10580,LUCY ,F,Jan-2000,503.0
10581,TYSON,M,Jan-2006,503.0
10582,UNKNOWN,F,Jan-2015,108.0
10583,UNKNOWN,F,Oct-2014,310.0
10584,UNKNOWN,F,Oct-2014,501.0
10585,UNKNOWN,F,Dec-2014,403.0
10586,UNKNOWN,F,Nov-2014,409.0
10587,UNKNOWN,F,Nov-2014,311.0
10588,UNKNOWN,F,Mar-2015,502.0
10589,UNKNOWN,F,Mar-2015,311.0
10590,UNKNOWN,F,Dec-2014,111.0
10592,REESEY,F,Sep-2002,107.0
10593,RAPHAEL,M,Sep-2013,108.0
10594,RINGO,M,Feb-2013,409.0
10595,RICKY,M,Jan-2013,407.0
10596,BENTLEY ,M,Jul-2014,102.0
10597,BO,M,Feb-2014,208.0
10598,BONITA,F,Mar-2014,102.0
10599,MAKENZIE,F,Dec-2014,209.0
10601,MARLEY,M,Sep-2009,112.0
10602,MARNI,F,Jan-2015,106.0
10603,MARSHMELLO,F,Jan-2004,205.0
10604,HARRY,M,Dec-2013,407.0
10605,MADISON,F,Apr-2010,502.0
10606,HENRY ,M,Jan-2002,108.0
10607,HERCULES,M,Oct-2014,103.0
10608,MARLEY,M,Jan-2011,212.0
10609,MARIO,M,Jan-2003,104.0
10611,MAVERICK,M,Feb-2010,108.0
10612,MALTESE ,M,Sep-2010,312.0
10613,BODHI,M,Jun-2009,104.0
10614,BLESSED ,M,Apr-2013,210.0
10615,BENTZI,M,Sep-2013,107.0
10616,BIANCA,F,Jul-2013,402.0
10617,MAX ,M,Nov-2014,205.0
10618,REGINA,F,Nov-2003,503.0
10619,TYNE,F,Jan-2014,108.0
10620,LUCY ,F,Nov-2003,306.0
10621,EMMA,F,Feb-2003,104.0
10622,LUCKY,M,Jul-2014,112.0
10623,BELLA,F,Jan-2015,208.0
10624,BEAR,M,Feb-2013,306.0
10625,DUNCAN,M,Sep-2013,106.0
10626,TINKERBELL,F,Oct-2005,207.0
10657,NOAH,M,Mar-2007,318.0
10628,PLISSKEN,M,Feb-2014,410.0
10629,MACKIE,M,Jun-2010,303.0
10630,TEDDY ,M,Jan-2009,106.0
10631,CHULETA ,M,Jan-2005,102.0
10632,CHUCK,M,Mar-2014,501.0
10633,CHLOE,F,Jan-2007,306.0
10634,JAX,M,Apr-2014,212.0
10635,MOCHI,M,Mar-2009,105.0
10636,MOHOGANY/ ,F,Aug-2014,209.0
10637,JOEY,M,Jan-2011,104.0
10638,SHERLOCK,M,Nov-2013,107.0
10639,SIMBA,M,Apr-2006,107.0
10640,SIMBA,M,May-2013,404.0
10641,SAMI,M,Jan-2013,107.0
10642,SAMANTHA,F,Mar-2013,102.0
10643,SAMMY,M,Aug-2009,305.0
10644,MICKY,M,Apr-2009,208.0
10645,MIKO ,M,Jul-2014,103.0
10646,CHEWBACCA,M,Sep-2012,503.0
10647,HUEY,M,Mar-2011,108.0
10648,JACKSON,M,Nov-2013,204.0
10649,MIA,F,Oct-2013,301.0
10650,MIA ,F,Sep-2011,305.0
10651,MAX,M,Aug-2009,409.0
10652,MAXIMUS,M,Jan-2014,301.0
10653,MAXWELL ,M,Jul-2006,302.0
10654,ZAZZY ,F,Sep-2013,302.0
10655,NEXXUS,F,Feb-2012,310.0
10658,NINA ,F,Jan-2005,503.0
10659,DALLAS,M,Oct-2014,112.0
10660,DALLAS,M,Dec-2011,401.0
10661,BRUNO,M,Feb-2009,101.0
10662,BOO ,F,Nov-2012,306.0
10663,LAYLA,F,Aug-2011,302.0
10664,LEA,F,Jan-2011,111.0
10665,DIESEL ,M,Sep-2014,413.0
10666,LADY,F,Feb-2011,303.0
10667,LADY ,F,Nov-2004,101.0
10668,MYA,F,Oct-2014,503.0
10669,MR. ,M,Mar-2013,306.0
10670,MUGGSIE,M,Jan-2009,311.0
10671,KURO ,F,Jan-2004,104.0
10672,NALA ,F,Jan-2015,408.0
10673,UNKNOWN,F,Jan-2015,503.0
10674,VITA,F,Jan-2012,102.0
10675,VALENTINO,M,Mar-2010,111.0
10676,COPPER,M,Oct-2010,409.0
10677,CUBBIE,M,Feb-2010,310.0
10678,DAISY,F,Jan-2012,107.0
10679,KIERNAN,M,Mar-2012,112.0
10680,COFFEE,F,Aug-2014,313.0
10682,BAGEL,M,Oct-2009,405.0
10683,BABY ,M,Jul-2011,407.0
10684,SOPHIE ,F,Jan-2007,301.0
10685,SPARKY,M,Mar-2008,403.0
10686,PANACHE,M,Jul-2010,108.0
10687,PANDA,F,Nov-2014,210.0
10688,OZ,M,Jan-2010,108.0
10689,CAESAR,M,Oct-2007,501.0
10690,BUDDY,M,Aug-2005,106.0
10691,NUALA,M,Sep-2013,401.0
10692,GUCCI,F,Jun-2014,306.0
10693,GODRIC ,F,Sep-2011,407.0
10695,OLIVER,M,Dec-2009,105.0
10696,STONE,M,Sep-2014,205.0
10697,STELLA,F,Mar-2011,107.0
10698,STACY,F,Mar-2013,317.0
10699,STARFIRE,F,Jan-2011,104.0
10700,SPIKE,M,Mar-2010,410.0
10701,PEGGY ,F,Dec-2014,413.0
10702,PENNY ,F,Apr-2011,501.0
10703,PATINA,F,Aug-2008,104.0
10704,PANTENE,F,Feb-2013,310.0
10705,ESME,M,Sep-2004,107.0
10706,FIONA ,F,Nov-2014,112.0
10707,AGENT ,M,Nov-2002,306.0
10708,AMANDA,F,Oct-2014,102.0
10709,FRANCESCA ,F,Sep-2014,107.0
10710,FOXY,M,Aug-2004,306.0
10711,FOLLY,F,Jan-2010,110.0
10712,FLINT,M,Feb-2013,106.0
10713,LILY,F,Dec-2007,503.0
10714,FREDDIE,M,Apr-2009,107.0
10715,ANGEL,F,Nov-2008,309.0
10716,ABI,F,May-2005,104.0
10717,FALLON,M,Mar-2014,211.0
10718,EZEKIEL,M,Dec-2012,302.0
10719,APPLE,F,Jan-2011,212.0
10720,APRIL,F,Dec-2012,502.0
10721,PARKER,M,Sep-2014,301.0
10722,PEANUT,M,Jan-2005,501.0
10723,STARR,M,Sep-2011,410.0
10724,STANLEY,M,Dec-2007,308.0
10725,PETER,M,Apr-2011,406.0
10726,TASHA,F,May-2014,409.0
10727,SUSIE,F,Feb-2005,108.0
10728,SUZU,F,Jan-2011,110.0
10729,STEWIE,M,Sep-2008,407.0
10730,OTIS,M,Nov-2008,107.0
10731,OREO,M,Dec-2014,501.0
10732,GRACIE,F,May-2008,302.0
10733,OBELIX,M,Nov-2007,402.0
10734,GUILLERMO,M,Mar-2008,317.0
10735,GEORGE,M,Mar-2012,407.0
10736,GEPPETTO,M,Jan-2012,101.0
10737,GEMMA,F,Jan-2015,104.0
10738,CAIRO,M,Apr-2012,104.0
10739,CANDIE ,F,Jan-2002,501.0
10740,PANDORA,F,Jan-2015,207.0
10741,PANCHO ,M,Jan-2004,107.0
10742,SOFY,F,May-2010,405.0
10743,BAILEY,M,Dec-2007,306.0
10744,BAILEY,M,Jun-2008,107.0
10745,BAILEY ,M,Aug-2012,304.0
10746,COCO-BELLA,F,Dec-2010,405.0
10747,CODY ,M,Apr-2004,307.0
10748,KIERNAN,M,Mar-2012,403.0
10749,KASE ,M,May-2009,309.0
10750,KIYOKO,F,Dec-2009,112.0
10751,KALBI,M,Aug-2011,104.0
10752,COSMO ,M,Oct-2014,317.0
10753,CORNELIUS ,M,Oct-2010,306.0
10754,WAFFLE,M,Jan-2012,107.0
10755,VENUS,F,Feb-2005,401.0
10756,UNKNOWN,M,Mar-2013,307.0
10757,RUBY,F,Nov-2014,106.0
10758,KOTARO,M,Aug-2003,107.0
10759,MUPPET,M,Sep-2014,112.0
10760,LEIA ,F,Mar-2011,401.0
10761,LAGER,F,May-1999,104.0
10762,BOOMER,M,Aug-2007,503.0
10763,BRANDY,F,Dec-2014,307.0
10764,BREE,F,May-2010,107.0
10765,BRUCE,M,Jan-2012,212.0
10766,BUCKY,M,May-2012,109.0
10767,DARBY ,F,Sep-2008,107.0
10768,WINSTON ,M,Jan-2004,106.0
10769,NOODLES,M,Dec-2014,308.0
10770,NORTON ,M,Jan-2006,104.0
10771,WON ,M,Jan-2005,411.0
10772,WINSTON,M,Jun-2010,103.0
10773,NELLIE,F,Jan-2005,107.0
10774,YUKI ,M,Jan-2006,302.0
10775,ZEUS ,M,Nov-2014,406.0
10776,ZOE,F,Jan-2005,401.0
10777,MAX ,M,Sep-2014,306.0
10778,MEMO ,M,Jul-2009,110.0
10779,JACQUELINE ,F,Sep-2014,112.0
10780,CHEECH ,M,Dec-2011,101.0
10781,CHASE,M,Jan-2015,312.0
10782,CHARLOTTE,F,Nov-2008,107.0
10783,CHARLIE,M,Apr-2012,301.0
10784,CHEWY,M,Dec-2010,401.0
10785,CHESTER,M,Oct-2008,107.0
10786,SABRINA ,F,Jan-2000,108.0
10787,MIKEY,M,Jan-2010,503.0
10788,SAMMY,M,May-2010,303.0
10789,SAMMI ,M,Nov-2006,101.0
10790,SEDONA,M,Apr-2009,110.0
10791,SCRAPPY,M,Feb-2013,404.0
10792,SCOUT,F,Jan-2014,308.0
10793,SASHA,F,Sep-2008,503.0
10794,SHIRA ,F,Jan-2003,410.0
10795,SHEA,F,Oct-2012,106.0
10796,JILL,F,Jan-2015,106.0
10797,JOANIE,F,Jul-2012,101.0
10798,MISCHKA ,M,Sep-2014,108.0
10799,MOBY,M,Nov-2010,401.0
10800,JAYNE,M,Nov-2014,314.0
10801,JESSE ,M,Dec-2012,314.0
10802,COCO ,F,Jan-2004,310.0
10803,CINDY,F,Oct-2007,302.0
10804,PRINCE,M,Mar-2012,401.0
10805,POP ,M,Mar-2006,111.0
10806,TEDDY,M,Jul-2013,305.0
10807,BELLA,F,Jul-2006,108.0
10808,BENJI,M,Sep-2014,208.0
10809,BEAN,F,Nov-2009,306.0
10810,BEAN ,M,Jan-2003,102.0
10811,BELLA ,F,Jan-2003,108.0
10812,EMMA,F,Jan-2003,312.0
10813,ELLIE,F,Jan-2011,106.0
10814,LUNA,F,Sep-2011,307.0
10815,LUNA ,F,Apr-2009,317.0
10816,LUNA ,F,Jan-2004,112.0
10817,TWIX,M,Jan-2015,102.0
10818,TYSON,M,Jan-2010,109.0
10819,TRINA ,F,Nov-2002,411.0
10820,MAX,M,Dec-2011,107.0
10821,QUARTZ,F,Jan-2009,104.0
10822,BLIZZARD,M,Nov-2012,308.0
10823,BLUE,M,Mar-2013,302.0
10824,BLUEGRASS,F,Mar-2012,307.0
10825,HARLEY,M,Dec-2007,312.0
10826,HARLEY,F,Jul-2013,302.0
10827,MARLOW,F,Oct-2012,410.0
10828,MARS,M,Nov-2007,104.0
10829,HENRY,M,Jan-2015,302.0
10830,HAZEL,F,Feb-2010,104.0
10831,HOLLY,F,Dec-2007,315.0
10832,HOLAM,M,Nov-2012,406.0
10833,MAX ,M,Jan-2003,302.0
10834,BITSY,F,Jan-2012,501.0
10835,BENNY,M,Dec-2010,112.0
10836,REESES,M,Aug-2014,405.0
10837,RAURI ,F,Aug-2007,302.0
10838,RANGER ,M,Jan-2004,411.0
10839,RANGER ,M,Jan-2001,108.0
10840,MAX,M,Dec-2014,207.0
10841,RIPLEY,F,Nov-2013,103.0
10842,RILEY,M,Nov-2012,302.0
10843,ROCCO,M,Sep-2007,503.0
10844,ROCCO ,M,Jan-2002,406.0
10845,UNKNOWN,F,Dec-2014,112.0
10846,UNKNOWN,F,Jan-2015,103.0
10847,UNKNOWN,F,Jan-2015,107.0
10848,TUCKER,M,Jan-2006,102.0
10849,LUNA,F,Sep-2009,403.0
10850,ELIE,F,Dec-2003,111.0
10851,EMMA,F,Jan-2007,308.0
10852,EMMA,F,Jan-2012,102.0
10853,BEAR,M,Sep-2014,303.0
10854,BENJI,M,Mar-2011,304.0
10855,BELLA,F,Aug-2013,411.0
10856,BELLA,F,Jun-2005,503.0
10857,DUKE,M,Aug-2012,503.0
10858,DORY,F,Dec-2007,314.0
10859,THOR,M,Nov-2014,304.0
10860,PRECIOUS ,F,Jan-2004,205.0
10861,MABEL,F,Jan-2014,306.0
10862,PIPPA,F,Jun-2014,403.0
10863,TEDDY,M,Dec-2011,101.0
10864,TAYLOR ,F,Aug-2009,104.0
10865,PRINCESS ,F,Jan-2005,313.0
10866,JAYCOB,M,Dec-2014,110.0
10867,MOLI,F,Jun-2011,103.0
10868,MISSY,F,Aug-2013,314.0
10869,MILO,M,Jun-2014,303.0
10870,MILO,M,Sep-2012,206.0
10871,MILLIE,F,Jan-2015,302.0
10872,JUSTIN,M,Dec-2013,210.0
10873,JOEY,M,Jan-2015,101.0
10874,SHAY ,F,Jan-2015,104.0
10875,SHELBY,F,Feb-2014,106.0
10876,SHILO,M,Jan-2014,306.0
10877,SHERMAN,M,Jan-2013,104.0
10878,SCARLETT,F,Mar-2005,104.0
10879,MON ,F,Apr-2011,108.0
10880,SCOTCH,M,Jan-2015,401.0
10881,SCOOTER,M,Nov-2007,102.0
10882,SCRAPPER,F,Jul-2007,207.0
10883,SHADOW,M,Jan-2003,111.0
10884,SENOR,M,Jan-2009,102.0
10885,SAM,M,Jul-2010,201.0
10886,SAMMY ,M,Sep-2008,502.0
10887,SAMWISE,M,Jan-2011,315.0
10888,ZUZU,F,Apr-2011,103.0
10889,SAIDA,F,Nov-2005,303.0
10890,SAIDY,F,Oct-2007,111.0
10891,CHIA,F,Dec-2008,106.0
10892,HUDSON,M,Dec-2007,318.0
10893,HUDSON,M,Jun-2007,308.0
10894,CHANEL,F,Jan-2009,102.0
10895,CHAPLIN,M,Apr-2014,301.0
10896,MAX,M,Jun-2007,503.0
10897,MICHALEEN ,M,Mar-2010,318.0
10898,MEICHU,F,Jun-2004,209.0
10899,MAXAMILLION,M,Sep-2003,103.0
10900,ZEUS,M,Mar-2008,503.0
10901,YOGI,M,Oct-2004,108.0
10902,ZORRI,M,Feb-2012,306.0
10903,NELLIE,F,May-2011,502.0
10904,NEMO,M,Jul-2004,201.0
10905,NIKKO,M,Sep-2007,503.0
10906,NOLA,F,Apr-2011,303.0
10907,NINA,F,Jun-2008,503.0
10908,WINSTON,M,Nov-2014,107.0
10909,XAVIER,M,Jan-2015,307.0
10910,WOLFIE,M,Mar-2009,102.0
10911,WINNIE,M,Feb-2012,301.0
10912,BUBBLES,F,Jun-2014,202.0
10913,BROOKLYN ,F,Sep-2013,302.0
10914,BROWNIE,M,Sep-2005,210.0
10915,BRANDIE,F,Sep-2010,405.0
10916,BOO ,F,Jan-2005,209.0
10917,LIGHTBULB,M,Feb-2008,402.0
10918,DIVA,F,Dec-2009,405.0
10919,DINO,M,Mar-2014,318.0
10920,WILLOW,F,Jul-2010,308.0
10921,WILBUR,M,Mar-2014,108.0
10922,MURRAY,M,Dec-2014,301.0
10923,MURPHY ,M,Jan-2005,106.0
10924,MURPHY,M,Jan-2012,210.0
10925,KONA,F,Jun-2009,306.0
10926,MOOCH ,M,Aug-2011,103.0
10927,NACHO ,M,Jul-2009,108.0
10928,ROCKY,M,Mar-2007,304.0
10929,ROCKY,M,Aug-2010,411.0
10930,ROXY ,F,Jun-2009,310.0
10931,UNKNOWN,M,Jan-2015,104.0
10932,UNKNOWN,M,Dec-2014,110.0
10933,UNKNOWN,M,Dec-2014,309.0
10934,UNKNOWN,M,Dec-2014,402.0
10935,UNKNOWN,M,Dec-2014,311.0
10936,UNKNOWN,M,Dec-2014,204.0
10937,VERONICA,F,Jan-2004,107.0
10938,VITO,M,Jun-2012,107.0
10939,KATO,M,Jan-2013,107.0
10940,KIKI,F,Oct-2007,111.0
10941,KHALI ,F,Dec-2014,111.0
10942,BANJI,M,Dec-2013,318.0
10943,BANE,M,Jun-2008,401.0
10944,BARNEY,M,Jun-2013,108.0
10945,BAMBII ,M,Jan-2015,404.0
10946,AYLA,F,Aug-2012,405.0
10947,BABY,M,Jan-2004,406.0
10948,BACI,M,Nov-2010,503.0
10949,BAILEY,M,Oct-2005,310.0
10950,ARMANI,M,May-2009,201.0
10951,ARLEIGH,F,Dec-2013,108.0
10952,SOFIA,F,Aug-2014,301.0
10953,SPARKY,F,Nov-2013,107.0
10954,SOPHIE,F,Sep-2013,211.0
10955,SOPHIE,F,Jul-2012,310.0
10956,SPENCER,M,Dec-2008,108.0
10957,PADDY ,M,Apr-2008,318.0
10958,PACO,M,Jan-2014,104.0
10959,SMOKEY,M,Oct-2008,108.0
10960,SNOOPY,M,Nov-2008,110.0
10961,BUSINKA,F,Nov-2014,106.0
10962,CAFFY,F,Dec-2014,102.0
10963,CAESAR,M,Jan-2006,503.0
10964,GEORGE ,M,Jan-2015,101.0
10965,GEORGEOUS,F,Apr-2011,103.0
10966,OSCAR ,M,Dec-2013,108.0
10967,SUKI,F,Aug-2007,106.0
10968,SUGAR,F,May-2014,205.0
10969,STELLA ,F,Apr-2014,102.0
10970,SUNSHINE,F,Oct-2011,201.0
10971,SUZIE,F,Oct-2010,304.0
10972,TARO ,M,Jan-2000,304.0
10973,TARA,F,Dec-2001,107.0
10974,PERDITA,F,Jun-2009,107.0
10975,STACY,F,Apr-2013,108.0
10976,STELLA,F,Jan-2010,106.0
10977,PEANUT,F,Nov-2014,201.0
10978,PATCHES ,F,Jan-2015,503.0
10979,PATCH,M,Jan-2006,503.0
10980,APPLE,F,Apr-2003,210.0
10981,FISHER,M,Jan-2015,109.0
10982,FINNIGAN,M,May-2010,402.0
10983,FIDO,M,Feb-2011,107.0
10984,ALEE ,F,Jan-2012,318.0
10985,ALEXANDER ,M,Sep-2010,412.0
10986,LOUIE ,M,Nov-2014,210.0
10987,FROSTY,M,Jan-2011,402.0
10988,FRIDA,F,Feb-2005,111.0
10989,LILY,F,Nov-2009,303.0
10990,LILY,F,Mar-2011,109.0
10991,LINCOLN ,M,Nov-2012,406.0
10992,FRECKLES,F,Nov-2011,307.0
10993,FRIDA,F,Nov-2011,103.0
10994,FURA,F,Jul-2009,107.0
10995,LINUS,M,Jun-2013,306.0
10996,LONDON,M,Apr-2008,108.0
10997,ALITI,M,Dec-2008,310.0
10999,ABBEY,F,Jul-2007,106.0
11000,ALANNA,F,Mar-2009,106.0
11001,FANNY,F,Jul-2011,107.0
11002,FIG,F,Aug-2014,304.0
11003,FIONA,F,Jul-2014,303.0
11004,FLEX,M,Feb-2013,106.0
